airline,source_city,destination_city,departure_time,arrival_time,stops,class,duration,days_left,price
SpiceJet,Hyderabad,Kolkata,09:00,12:17,2,Economy,12.43,6,15196
SpiceJet,Delhi,Bangalore,19:00,00:20,1,Economy,4.21,49,4498
Indigo,Mumbai,Chennai,02:00,06:03,2,Economy,12.48,44,7370
SpiceJet,Kolkata,Bangalore,20:00,23:39,1,Economy,13.82,22,11187
SpiceJet,Bangalore,Chennai,07:00,11:42,1,Business,13.57,30,23141
AirAsia,Mumbai,Delhi,12:00,16:15,0,Economy,4.11,24,7002
Air India,Chennai,Kolkata,12:00,14:13,1,Economy,2.63,47,5478
Air India,Bangalore,Delhi,08:00,14:02,0,Economy,2.92,32,6303
Vistara,Chennai,Hyderabad,21:00,00:28,0,Business,6.82,33,15920
Vistara,Kolkata,Hyderabad,13:00,19:11,0,Economy,9.42,42,6243
Indigo,Bangalore,Mumbai,10:00,13:58,1,Economy,7.68,44,6295
Vistara,Bangalore,Chennai,00:00,02:24,2,Business,3.78,49,16133
SpiceJet,Mumbai,Chennai,08:00,12:23,1,Business,13.75,5,20493
Indigo,Hyderabad,Bangalore,10:00,12:52,0,Economy,6.7,38,6066
Indigo,Kolkata,Chennai,14:00,19:07,0,Economy,8.99,48,4917
Air India,Hyderabad,Chennai,16:00,21:31,0,Business,6.3,49,16664
AirAsia,Kolkata,Mumbai,08:00,10:59,0,Economy,11.31,42,5814
SpiceJet,Kolkata,Delhi,12:00,17:30,2,Economy,7.79,35,9808
AirAsia,Chennai,Bangalore,07:00,09:11,2,Economy,5.34,15,11175
AirAsia,Bangalore,Mumbai,15:00,20:12,0,Economy,11.92,6,8392
GO FIRST,Hyderabad,Bangalore,09:00,13:13,2,Economy,8.92,49,7499
Vistara,Bangalore,Mumbai,18:00,23:50,0,Economy,10.68,7,10115
GO FIRST,Delhi,Bangalore,17:00,22:08,2,Economy,10.92,44,7716
SpiceJet,Kolkata,Delhi,18:00,22:09,2,Economy,11.1,44,8812
Indigo,Mumbai,Hyderabad,05:00,08:15,1,Economy,7.1,25,7245
Air India,Kolkata,Mumbai,00:00,03:41,0,Economy,6.78,27,7087
GO FIRST,Bangalore,Kolkata,08:00,11:15,0,Economy,2.77,20,6176
Air India,Chennai,Mumbai,02:00,08:36,0,Economy,11.89,35,8137
SpiceJet,Chennai,Kolkata,03:00,05:27,0,Business,10.41,18,19787
Air India,Hyderabad,Chennai,04:00,06:25,0,Business,3.05,15,19866
AirAsia,Bangalore,Hyderabad,03:00,09:09,1,Economy,5.12,33,7737
GO FIRST,Chennai,Hyderabad,03:00,05:21,2,Economy,3.06,25,7836
Vistara,Bangalore,Kolkata,09:00,11:54,2,Business,13.42,1,27052
Air India,Kolkata,Delhi,01:00,07:48,2,Economy,9.8,25,11806
SpiceJet,Mumbai,Bangalore,10:00,12:05,0,Business,10.98,15,22765
Indigo,Bangalore,Hyderabad,15:00,19:20,2,Economy,12.58,32,11313
SpiceJet,Hyderabad,Bangalore,22:00,00:44,0,Economy,6.65,47,4188
SpiceJet,Chennai,Bangalore,09:00,13:30,2,Economy,4.9,41,8538
Indigo,Kolkata,Bangalore,06:00,12:38,2,Economy,8.76,12,13676
AirAsia,Hyderabad,Mumbai,09:00,12:14,1,Economy,7.54,5,11912
Vistara,Delhi,Hyderabad,05:00,08:20,0,Economy,7.54,1,9758
Indigo,Mumbai,Kolkata,03:00,06:15,0,Economy,10.15,29,6497
Air India,Hyderabad,Bangalore,07:00,12:16,1,Economy,8.86,7,10885
Indigo,Kolkata,Mumbai,06:00,11:15,2,Economy,13.96,37,9001
AirAsia,Bangalore,Hyderabad,10:00,16:17,0,Economy,6.37,22,8374
GO FIRST,Bangalore,Hyderabad,19:00,01:02,2,Economy,10.35,16,9427
AirAsia,Mumbai,Chennai,22:00,03:51,0,Economy,8.06,11,9026
Air India,Kolkata,Mumbai,06:00,10:01,1,Economy,7.68,8,9795
Vistara,Bangalore,Chennai,11:00,14:21,1,Economy,11.35,31,8884
SpiceJet,Bangalore,Hyderabad,09:00,15:23,2,Business,9.04,40,21840
GO FIRST,Kolkata,Mumbai,11:00,13:42,1,Economy,9.56,6,10069
Indigo,Kolkata,Bangalore,01:00,05:50,1,Economy,8.41,12,9575
GO FIRST,Delhi,Kolkata,17:00,21:34,2,Economy,12.54,12,10358
AirAsia,Mumbai,Hyderabad,09:00,13:12,1,Business,3.89,32,17122
SpiceJet,Bangalore,Hyderabad,20:00,00:06,2,Economy,11.08,41,7300
Air India,Hyderabad,Bangalore,04:00,10:50,0,Economy,3.81,13,8066
Air India,Chennai,Delhi,23:00,01:41,1,Economy,7.26,6,10063
SpiceJet,Mumbai,Chennai,00:00,04:18,2,Economy,7.78,11,9590
Air India,Chennai,Bangalore,05:00,10:03,1,Economy,2.22,33,6604
SpiceJet,Bangalore,Hyderabad,13:00,17:33,2,Economy,10.3,2,10533
Indigo,Chennai,Delhi,06:00,09:54,1,Business,4.5,14,25053
Air India,Bangalore,Chennai,05:00,08:12,2,Business,14.91,44,19702
Air India,Hyderabad,Kolkata,18:00,23:31,1,Economy,6.24,25,7332
AirAsia,Hyderabad,Chennai,17:00,21:34,2,Economy,9.53,32,9176
Indigo,Delhi,Kolkata,08:00,11:33,1,Economy,11.45,37,8800
Air India,Hyderabad,Bangalore,21:00,01:29,2,Economy,13.53,14,10646
AirAsia,Kolkata,Hyderabad,02:00,07:54,0,Economy,14.3,25,7668
SpiceJet,Hyderabad,Chennai,07:00,11:45,2,Business,7.27,25,22789
Vistara,Hyderabad,Chennai,21:00,23:32,0,Economy,5.71,28,6605
Indigo,Mumbai,Kolkata,04:00,07:51,0,Economy,6.14,10,9525
Air India,Delhi,Bangalore,21:00,02:45,2,Business,8.81,38,24848
Air India,Bangalore,Chennai,14:00,16:55,1,Economy,2.83,33,7760
Vistara,Hyderabad,Chennai,03:00,08:24,1,Economy,4.56,46,5663
SpiceJet,Kolkata,Bangalore,03:00,05:39,0,Economy,4.57,21,7920
Air India,Kolkata,Chennai,13:00,18:45,2,Economy,14.48,4,11392
GO FIRST,Bangalore,Delhi,11:00,14:04,1,Business,13.72,30,22085
Indigo,Mumbai,Kolkata,11:00,14:57,0,Economy,8.66,1,8971
Indigo,Hyderabad,Kolkata,03:00,07:44,1,Business,8.7,33,22259
SpiceJet,Hyderabad,Delhi,02:00,05:02,1,Business,13.14,45,18833
Air India,Mumbai,Hyderabad,15:00,21:29,1,Business,4.16,39,14965
GO FIRST,Bangalore,Kolkata,16:00,20:44,2,Economy,5.51,2,11243
AirAsia,Kolkata,Bangalore,06:00,11:23,1,Economy,3.33,49,5991
Indigo,Hyderabad,Kolkata,00:00,02:28,0,Business,4.76,30,17064
AirAsia,Delhi,Bangalore,17:00,23:45,2,Economy,3.85,8,12829
Vistara,Bangalore,Kolkata,12:00,17:27,2,Economy,12.5,37,10782
SpiceJet,Mumbai,Chennai,15:00,18:21,0,Business,2.48,29,16048
AirAsia,Delhi,Hyderabad,06:00,10:53,0,Economy,13.76,15,10340
Air India,Mumbai,Kolkata,12:00,17:05,0,Economy,5.14,36,5818
Vistara,Mumbai,Delhi,06:00,10:23,2,Economy,5.5,2,13309
Indigo,Hyderabad,Bangalore,03:00,07:41,0,Economy,12.69,26,8804
GO FIRST,Delhi,Mumbai,11:00,14:24,0,Economy,12.38,44,5213
GO FIRST,Hyderabad,Kolkata,23:00,04:18,2,Economy,5.59,33,8308
Vistara,Hyderabad,Chennai,14:00,20:15,2,Economy,11.78,41,8935
Air India,Mumbai,Chennai,07:00,11:02,1,Business,7.66,43,18827
SpiceJet,Mumbai,Delhi,04:00,09:21,2,Business,12.47,41,19891
AirAsia,Kolkata,Bangalore,10:00,13:15,1,Business,3.14,1,19791
SpiceJet,Mumbai,Chennai,18:00,22:18,2,Economy,10.48,20,13216
Vistara,Hyderabad,Kolkata,06:00,09:53,2,Economy,4.95,2,13923
Indigo,Chennai,Mumbai,11:00,13:42,0,Economy,10.61,49,4440
Vistara,Bangalore,Kolkata,05:00,11:26,1,Business,10.03,29,21841
GO FIRST,Chennai,Bangalore,18:00,20:12,2,Business,3.45,2,19161
SpiceJet,Kolkata,Mumbai,09:00,11:06,1,Business,9.68,15,25576
Air India,Kolkata,Delhi,13:00,17:58,2,Economy,11.68,8,13061
Vistara,Mumbai,Hyderabad,07:00,12:40,1,Economy,11.03,35,9307
SpiceJet,Bangalore,Mumbai,00:00,06:54,1,Business,2.35,27,22587
AirAsia,Mumbai,Chennai,01:00,04:55,0,Economy,7.32,39,5426
AirAsia,Delhi,Hyderabad,00:00,02:05,0,Economy,9.75,45,5425
Indigo,Mumbai,Delhi,06:00,09:59,1,Business,5.88,31,22889
AirAsia,Hyderabad,Mumbai,21:00,23:36,1,Business,6.78,2,22605
Air India,Bangalore,Kolkata,21:00,01:33,0,Economy,4.92,4,7006
Indigo,Bangalore,Kolkata,02:00,05:08,0,Economy,2.35,12,7793
Air India,Delhi,Chennai,00:00,03:02,1,Economy,10.03,39,6966
Indigo,Delhi,Chennai,03:00,07:28,1,Business,13.73,33,24041
Vistara,Delhi,Bangalore,16:00,18:41,0,Business,11.45,20,22255
AirAsia,Delhi,Kolkata,11:00,17:48,1,Economy,7.26,3,11014
Indigo,Bangalore,Delhi,07:00,12:11,1,Economy,3.78,39,7218
Indigo,Mumbai,Hyderabad,16:00,18:32,2,Economy,6.45,8,10845
Air India,Chennai,Kolkata,07:00,12:14,1,Economy,5.45,3,10549
Vistara,Chennai,Kolkata,23:00,01:16,1,Economy,6.44,35,7602
GO FIRST,Chennai,Hyderabad,21:00,00:09,1,Economy,3.06,11,8611
Vistara,Delhi,Bangalore,22:00,01:36,0,Economy,13.72,3,8874
AirAsia,Delhi,Mumbai,15:00,17:25,0,Economy,6.82,45,5157
Air India,Chennai,Kolkata,06:00,09:00,0,Economy,2.18,44,3744
Vistara,Kolkata,Chennai,21:00,03:50,1,Business,10.37,35,17836
Indigo,Chennai,Kolkata,18:00,23:38,1,Business,8.26,43,20534
Air India,Delhi,Mumbai,19:00,00:16,0,Economy,9.6,19,7411
Air India,Bangalore,Hyderabad,08:00,13:55,2,Economy,9.33,10,12124
Vistara,Chennai,Hyderabad,13:00,19:22,1,Economy,5.94,12,9247
Air India,Mumbai,Kolkata,11:00,13:17,1,Economy,3.76,42,7011
AirAsia,Kolkata,Hyderabad,22:00,00:04,2,Economy,9.61,13,9940
GO FIRST,Hyderabad,Chennai,16:00,22:33,2,Economy,7.01,25,9635
Indigo,Bangalore,Chennai,01:00,07:29,1,Business,7.49,30,19053
Vistara,Bangalore,Mumbai,07:00,10:56,0,Economy,9.42,12,8810
SpiceJet,Bangalore,Kolkata,21:00,01:39,1,Economy,2.94,31,6359
GO FIRST,Mumbai,Chennai,09:00,15:51,0,Economy,7.42,43,4506
GO FIRST,Mumbai,Bangalore,09:00,11:51,2,Economy,3.88,6,10482
Indigo,Kolkata,Bangalore,21:00,23:44,0,Economy,10.96,5,10317
Indigo,Chennai,Bangalore,02:00,08:22,1,Economy,5.51,3,8412
GO FIRST,Mumbai,Bangalore,19:00,23:31,0,Economy,14.73,21,8290
GO FIRST,Chennai,Kolkata,15:00,19:14,0,Economy,6.27,26,6670
Vistara,Hyderabad,Mumbai,09:00,12:54,0,Economy,11.22,43,6462
GO FIRST,Mumbai,Hyderabad,00:00,05:45,1,Business,13.63,34,23347
Air India,Hyderabad,Delhi,07:00,12:11,2,Economy,12.04,9,11107
Air India,Kolkata,Chennai,16:00,22:53,0,Business,3.52,1,23696
SpiceJet,Kolkata,Bangalore,11:00,16:11,2,Economy,11.72,10,12605
Air India,Kolkata,Chennai,17:00,23:24,0,Economy,13.09,23,8857
GO FIRST,Delhi,Hyderabad,17:00,22:08,2,Economy,7.37,17,12329
Indigo,Bangalore,Kolkata,18:00,00:50,2,Economy,7.11,12,11188
Indigo,Delhi,Chennai,20:00,22:56,1,Economy,6.13,32,8821
GO FIRST,Delhi,Chennai,12:00,15:59,0,Economy,11.22,31,8310
SpiceJet,Bangalore,Delhi,06:00,08:26,1,Economy,9.41,4,11255
AirAsia,Mumbai,Delhi,06:00,11:16,1,Economy,4.0,5,11724
GO FIRST,Mumbai,Chennai,20:00,23:11,2,Economy,3.58,28,9273
AirAsia,Delhi,Kolkata,08:00,11:29,1,Business,14.84,25,26012
GO FIRST,Delhi,Chennai,10:00,15:58,2,Economy,8.94,49,7518
GO FIRST,Delhi,Mumbai,10:00,14:45,0,Economy,2.91,15,7506
SpiceJet,Chennai,Kolkata,11:00,17:54,0,Economy,9.57,30,6915
AirAsia,Kolkata,Mumbai,10:00,13:23,2,Economy,3.27,37,9089
AirAsia,Mumbai,Delhi,23:00,04:07,2,Economy,6.45,31,8246
Indigo,Kolkata,Hyderabad,02:00,06:48,2,Economy,9.44,25,10309
SpiceJet,Bangalore,Hyderabad,18:00,21:59,0,Economy,14.25,2,11629
Indigo,Hyderabad,Mumbai,03:00,05:10,0,Economy,3.5,24,6257
Air India,Mumbai,Hyderabad,01:00,05:08,0,Economy,7.17,44,4525
AirAsia,Hyderabad,Mumbai,05:00,07:55,1,Economy,5.1,37,6170
Indigo,Delhi,Hyderabad,15:00,21:42,2,Economy,10.05,2,14613
Indigo,Chennai,Delhi,22:00,00:28,1,Economy,9.24,13,11987
SpiceJet,Chennai,Bangalore,18:00,20:00,0,Economy,6.77,23,6037
Vistara,Mumbai,Chennai,10:00,15:39,1,Business,11.79,1,26032
GO FIRST,Delhi,Chennai,13:00,19:15,2,Economy,6.1,28,8851
Indigo,Delhi,Hyderabad,09:00,13:04,2,Business,13.66,7,21726
Indigo,Kolkata,Bangalore,02:00,05:09,2,Business,14.45,3,27078
SpiceJet,Mumbai,Kolkata,02:00,06:15,1,Economy,14.37,22,11094
Vistara,Chennai,Bangalore,18:00,22:46,2,Business,5.21,20,19426
Vistara,Bangalore,Delhi,18:00,23:03,2,Business,5.92,14,25959
GO FIRST,Mumbai,Kolkata,07:00,10:46,2,Economy,12.0,16,13274
Vistara,Hyderabad,Chennai,20:00,22:55,2,Economy,3.83,41,6745
Indigo,Bangalore,Hyderabad,06:00,11:49,0,Economy,14.83,28,6677
Vistara,Hyderabad,Mumbai,14:00,20:37,2,Economy,8.72,17,11936
Air India,Mumbai,Delhi,05:00,07:18,0,Economy,13.46,3,12307
AirAsia,Bangalore,Mumbai,19:00,21:05,2,Business,2.59,29,23410
GO FIRST,Mumbai,Chennai,04:00,10:03,2,Economy,13.58,32,8636
AirAsia,Hyderabad,Chennai,15:00,19:57,2,Economy,7.56,23,9482
Vistara,Hyderabad,Kolkata,21:00,00:24,2,Economy,5.0,14,8538
Air India,Mumbai,Hyderabad,06:00,11:20,1,Economy,6.72,6,12161
Vistara,Kolkata,Delhi,04:00,10:48,2,Economy,4.7,35,9610
SpiceJet,Chennai,Mumbai,14:00,16:00,2,Business,7.59,8,28193
GO FIRST,Kolkata,Delhi,07:00,09:43,0,Economy,11.89,4,9887
Indigo,Delhi,Kolkata,21:00,02:33,1,Economy,2.88,32,7939
Vistara,Kolkata,Hyderabad,22:00,02:40,0,Economy,14.17,19,8501
SpiceJet,Hyderabad,Chennai,01:00,04:12,2,Economy,5.02,6,11822
Vistara,Chennai,Delhi,23:00,05:20,0,Economy,6.02,3,7634
Vistara,Mumbai,Chennai,11:00,16:28,2,Economy,4.27,13,11418
Indigo,Mumbai,Hyderabad,20:00,22:40,2,Economy,12.35,28,10896
Vistara,Delhi,Hyderabad,23:00,03:27,1,Economy,7.58,33,8050
Indigo,Hyderabad,Mumbai,22:00,03:10,2,Economy,11.33,3,10968
SpiceJet,Hyderabad,Chennai,21:00,01:49,2,Business,2.89,48,19906
SpiceJet,Delhi,Chennai,12:00,18:45,1,Business,2.39,46,20448
Indigo,Chennai,Hyderabad,03:00,08:08,2,Business,14.39,4,23359
Indigo,Delhi,Kolkata,23:00,05:44,2,Economy,12.99,26,11823
Vistara,Mumbai,Kolkata,17:00,20:19,1,Business,2.28,39,18525
SpiceJet,Kolkata,Mumbai,00:00,02:24,1,Economy,12.89,21,10831
Indigo,Mumbai,Chennai,06:00,11:37,1,Economy,3.79,6,9983
Air India,Delhi,Hyderabad,07:00,11:19,0,Economy,4.11,46,4879
Vistara,Hyderabad,Chennai,09:00,15:21,1,Economy,9.37,46,6057
Indigo,Chennai,Bangalore,23:00,05:51,0,Economy,11.17,33,6331
AirAsia,Mumbai,Delhi,00:00,03:41,2,Business,8.49,29,22315
Vistara,Hyderabad,Bangalore,01:00,05:27,2,Business,5.02,11,22597
Vistara,Kolkata,Hyderabad,16:00,22:04,2,Economy,9.49,43,9902
GO FIRST,Kolkata,Bangalore,11:00,16:21,0,Economy,6.96,15,8028
Vistara,Hyderabad,Kolkata,11:00,17:30,1,Economy,6.89,25,7154
AirAsia,Mumbai,Hyderabad,01:00,03:27,2,Economy,12.97,9,15127
SpiceJet,Mumbai,Hyderabad,08:00,13:58,1,Business,2.53,35,22014
Indigo,Mumbai,Chennai,11:00,16:52,0,Economy,10.28,40,6447
AirAsia,Mumbai,Bangalore,16:00,19:23,1,Economy,10.67,25,10372
Air India,Delhi,Mumbai,23:00,03:15,0,Economy,4.18,35,5933
SpiceJet,Kolkata,Bangalore,13:00,19:25,1,Economy,10.1,2,13540
Indigo,Chennai,Hyderabad,08:00,13:37,1,Economy,2.85,26,7666
GO FIRST,Hyderabad,Delhi,01:00,05:11,1,Economy,6.37,40,5982
AirAsia,Delhi,Bangalore,10:00,15:16,2,Business,12.3,37,24162
GO FIRST,Bangalore,Mumbai,10:00,14:17,0,Economy,14.19,45,5789
Vistara,Hyderabad,Mumbai,04:00,08:30,1,Business,11.47,21,24922
Indigo,Hyderabad,Kolkata,02:00,07:01,0,Economy,5.31,47,5163
Indigo,Chennai,Kolkata,13:00,16:18,0,Business,5.07,5,23135
Indigo,Bangalore,Hyderabad,23:00,05:10,2,Economy,4.93,22,10832
AirAsia,Delhi,Kolkata,22:00,03:21,1,Economy,2.03,28,7561
GO FIRST,Bangalore,Mumbai,01:00,07:39,0,Economy,6.0,2,9193
SpiceJet,Bangalore,Hyderabad,14:00,17:40,1,Economy,5.33,23,9455
Indigo,Mumbai,Bangalore,21:00,01:49,2,Economy,11.37,39,7662
Vistara,Mumbai,Kolkata,06:00,12:09,1,Economy,11.61,36,8878
AirAsia,Delhi,Chennai,23:00,02:26,1,Economy,5.23,40,7047
Air India,Mumbai,Kolkata,15:00,19:31,1,Economy,12.67,36,8950
Air India,Mumbai,Delhi,05:00,10:48,2,Economy,13.23,19,10528
GO FIRST,Chennai,Kolkata,14:00,19:24,0,Economy,12.57,31,8199
AirAsia,Hyderabad,Kolkata,16:00,21:32,0,Economy,12.72,30,7362
Indigo,Chennai,Kolkata,06:00,08:41,0,Economy,10.31,40,5436
Indigo,Chennai,Kolkata,17:00,19:50,1,Economy,6.65,5,8520
SpiceJet,Mumbai,Hyderabad,09:00,14:26,1,Economy,7.69,31,7818
Indigo,Chennai,Mumbai,20:00,22:31,1,Economy,12.14,29,10508
Vistara,Delhi,Hyderabad,03:00,07:07,0,Economy,5.19,40,5383
AirAsia,Delhi,Hyderabad,05:00,07:15,2,Economy,6.38,20,10834
Vistara,Delhi,Mumbai,14:00,16:21,2,Economy,10.23,47,9492
AirAsia,Hyderabad,Kolkata,19:00,22:42,0,Economy,5.52,32,6238
Indigo,Delhi,Chennai,12:00,17:49,2,Economy,9.71,37,9898
SpiceJet,Chennai,Bangalore,14:00,16:43,1,Economy,2.04,18,8686
Air India,Kolkata,Bangalore,03:00,08:24,0,Business,4.13,42,19787
GO FIRST,Hyderabad,Delhi,12:00,18:09,0,Economy,8.82,2,10429
Air India,Delhi,Mumbai,02:00,04:48,2,Economy,11.46,15,13381
Air India,Kolkata,Mumbai,03:00,05:03,0,Economy,5.84,19,8439
Vistara,Kolkata,Chennai,11:00,15:09,1,Economy,11.4,24,11118
Vistara,Kolkata,Chennai,11:00,16:16,1,Economy,14.63,35,8714
GO FIRST,Hyderabad,Delhi,23:00,05:41,0,Economy,13.62,36,6979
AirAsia,Delhi,Hyderabad,04:00,06:12,1,Economy,4.72,17,7908
AirAsia,Kolkata,Chennai,01:00,07:32,2,Economy,3.7,15,11644
Vistara,Delhi,Kolkata,10:00,14:28,0,Economy,10.17,38,6824
AirAsia,Mumbai,Delhi,04:00,10:34,1,Economy,7.27,32,7402
Indigo,Mumbai,Kolkata,15:00,20:00,0,Economy,4.57,2,10067
Air India,Hyderabad,Bangalore,21:00,00:08,1,Economy,11.75,45,8083
GO FIRST,Delhi,Chennai,20:00,01:39,0,Economy,8.45,32,5826
AirAsia,Bangalore,Hyderabad,13:00,19:28,0,Economy,12.6,45,4846
Air India,Kolkata,Bangalore,04:00,07:31,2,Economy,5.49,27,9635
Air India,Delhi,Kolkata,05:00,11:41,2,Economy,13.46,30,12424
AirAsia,Kolkata,Mumbai,22:00,00:49,0,Economy,14.94,9,10568
Indigo,Chennai,Mumbai,04:00,10:54,1,Economy,12.38,7,11003
Vistara,Bangalore,Hyderabad,07:00,09:49,2,Economy,14.87,31,9144
Air India,Chennai,Bangalore,06:00,10:24,0,Economy,14.71,10,9915
AirAsia,Mumbai,Delhi,03:00,06:06,1,Economy,11.94,8,12476
GO FIRST,Bangalore,Chennai,02:00,07:20,0,Economy,5.48,8,6952
Vistara,Kolkata,Hyderabad,00:00,04:25,2,Economy,2.04,11,10408
GO FIRST,Delhi,Hyderabad,23:00,04:52,2,Economy,9.34,15,11990
Air India,Mumbai,Chennai,04:00,06:43,0,Economy,6.16,35,6304
Air India,Delhi,Mumbai,05:00,09:35,0,Business,8.14,37,21073
Indigo,Hyderabad,Bangalore,23:00,05:42,2,Business,11.38,33,21921
SpiceJet,Kolkata,Hyderabad,09:00,11:44,2,Economy,11.62,29,9361
Air India,Kolkata,Bangalore,13:00,15:56,2,Economy,9.08,47,6934
AirAsia,Chennai,Hyderabad,04:00,06:11,2,Economy,5.32,15,12128
Indigo,Mumbai,Chennai,21:00,03:06,2,Economy,8.82,5,11255
Vistara,Kolkata,Bangalore,08:00,11:27,1,Economy,10.29,30,8618
AirAsia,Chennai,Hyderabad,20:00,01:49,2,Economy,10.83,37,9988
Indigo,Bangalore,Mumbai,15:00,18:07,2,Business,6.79,11,25594
Vistara,Bangalore,Hyderabad,13:00,18:56,0,Economy,5.69,43,4878
Indigo,Mumbai,Chennai,08:00,12:22,0,Economy,8.54,2,8920
AirAsia,Chennai,Kolkata,02:00,06:08,2,Business,5.85,17,21979
Vistara,Mumbai,Delhi,13:00,17:15,2,Economy,13.94,48,9631
Air India,Kolkata,Delhi,11:00,14:39,1,Economy,4.81,11,8850
SpiceJet,Delhi,Chennai,16:00,22:36,0,Economy,2.12,9,8334
Indigo,Mumbai,Hyderabad,17:00,19:49,1,Economy,12.08,19,9228
AirAsia,Bangalore,Mumbai,00:00,04:47,1,Economy,10.93,33,9770
Indigo,Hyderabad,Kolkata,21:00,00:39,1,Business,7.35,1,22199
GO FIRST,Bangalore,Kolkata,12:00,15:41,1,Economy,10.57,23,9065
Vistara,Mumbai,Chennai,02:00,05:57,2,Economy,7.22,42,6697
AirAsia,Kolkata,Delhi,08:00,14:29,1,Economy,4.54,36,6665
AirAsia,Chennai,Bangalore,09:00,14:39,1,Economy,12.15,45,6898
SpiceJet,Mumbai,Bangalore,15:00,19:22,0,Economy,6.81,26,7646
Indigo,Kolkata,Hyderabad,04:00,08:55,0,Business,6.02,9,19983
SpiceJet,Chennai,Bangalore,03:00,09:01,1,Business,12.8,20,18588
GO FIRST,Chennai,Kolkata,07:00,12:05,0,Economy,7.4,45,4320
GO FIRST,Chennai,Bangalore,06:00,09:08,0,Economy,14.15,48,5182
Vistara,Chennai,Bangalore,02:00,05:59,1,Business,9.58,34,17654
AirAsia,Bangalore,Hyderabad,02:00,06:58,2,Economy,2.2,48,6492
Air India,Mumbai,Kolkata,20:00,01:56,0,Economy,10.16,12,9806
GO FIRST,Bangalore,Hyderabad,06:00,08:42,1,Business,9.69,43,22507
Indigo,Bangalore,Kolkata,07:00,12:59,0,Business,9.07,23,20606
Vistara,Mumbai,Bangalore,10:00,15:10,0,Economy,6.04,37,4935
Vistara,Delhi,Mumbai,12:00,14:27,2,Economy,6.65,13,11618
SpiceJet,Delhi,Chennai,06:00,08:50,1,Economy,9.07,11,10554
AirAsia,Chennai,Bangalore,13:00,18:42,0,Business,7.39,13,23177
GO FIRST,Hyderabad,Chennai,14:00,16:06,2,Economy,10.81,25,10051
GO FIRST,Bangalore,Delhi,08:00,14:33,1,Economy,11.02,27,9752
Indigo,Delhi,Kolkata,15:00,19:38,0,Economy,8.8,2,8488
AirAsia,Chennai,Kolkata,07:00,13:20,2,Business,11.78,39,24944
AirAsia,Mumbai,Delhi,16:00,20:37,2,Economy,14.12,33,10555
GO FIRST,Chennai,Kolkata,01:00,06:41,1,Economy,9.4,38,6290
Air India,Chennai,Bangalore,05:00,11:31,0,Economy,6.14,44,4430
AirAsia,Mumbai,Chennai,08:00,10:06,2,Economy,14.98,37,8892
SpiceJet,Chennai,Delhi,08:00,13:16,1,Economy,7.18,31,8011
SpiceJet,Hyderabad,Mumbai,19:00,22:18,1,Economy,12.16,46,6552
Air India,Delhi,Bangalore,23:00,05:45,0,Economy,9.93,5,9565
SpiceJet,Delhi,Kolkata,12:00,17:23,2,Economy,8.6,10,11914
GO FIRST,Hyderabad,Chennai,06:00,12:03,2,Economy,14.6,38,9382
AirAsia,Chennai,Hyderabad,21:00,23:30,2,Economy,5.54,14,10938
Vistara,Delhi,Chennai,05:00,09:29,1,Economy,8.02,19,10713
Vistara,Bangalore,Kolkata,03:00,08:30,0,Economy,3.98,15,8128
AirAsia,Delhi,Hyderabad,13:00,19:01,0,Economy,2.78,10,8474
Vistara,Mumbai,Bangalore,11:00,17:35,0,Economy,4.27,27,6725
Air India,Bangalore,Chennai,03:00,09:25,1,Economy,12.13,49,6147
GO FIRST,Kolkata,Delhi,04:00,09:19,1,Economy,6.46,41,6792
Vistara,Hyderabad,Bangalore,15:00,19:14,2,Economy,10.26,44,9104
Air India,Mumbai,Bangalore,09:00,14:10,1,Economy,8.45,48,5286
Indigo,Mumbai,Chennai,07:00,10:50,2,Economy,11.71,34,9076
Indigo,Chennai,Kolkata,16:00,19:34,2,Economy,6.06,48,8283
Vistara,Kolkata,Hyderabad,11:00,17:21,2,Economy,14.01,6,13799
SpiceJet,Kolkata,Hyderabad,15:00,19:55,1,Economy,2.26,6,10778
AirAsia,Mumbai,Bangalore,12:00,18:59,2,Economy,11.03,30,8547
Vistara,Hyderabad,Bangalore,21:00,01:33,1,Economy,7.39,6,11375
Vistara,Delhi,Mumbai,15:00,18:31,0,Economy,14.93,40,7132
AirAsia,Kolkata,Bangalore,15:00,21:41,1,Economy,4.43,23,6769
Indigo,Bangalore,Mumbai,20:00,02:11,1,Business,13.98,9,18854
GO FIRST,Mumbai,Delhi,14:00,18:31,2,Business,4.26,12,26619
SpiceJet,Chennai,Mumbai,11:00,15:11,1,Economy,13.98,48,6584
Vistara,Kolkata,Hyderabad,12:00,14:56,2,Economy,3.72,38,8597
AirAsia,Chennai,Kolkata,02:00,06:00,0,Economy,13.77,28,7407
Vistara,Delhi,Bangalore,22:00,01:23,0,Economy,13.4,2,9698
SpiceJet,Mumbai,Hyderabad,14:00,18:18,1,Economy,11.47,48,5646
SpiceJet,Mumbai,Hyderabad,10:00,12:17,0,Economy,6.19,30,6204
Air India,Delhi,Hyderabad,13:00,15:05,1,Business,4.68,35,19265
Vistara,Bangalore,Chennai,18:00,22:16,2,Economy,3.5,39,7781
SpiceJet,Hyderabad,Delhi,10:00,14:45,0,Economy,5.32,17,7113
AirAsia,Bangalore,Kolkata,07:00,10:02,2,Economy,10.77,7,12333
